Tipo;Nro;Fecha;OC;RCO;Rut;Direccion;Direccion_alterna;Job;Condicion_venta;Localizacion;Cod_Impto;Vendedor;Certificados;Puerto_Embarque;Nave;Puerto_Destino;Clausula;Factura;Fecha_factura;EstadoOV;ETD_OV;ETA_OV;MedioDeEnvioFact;GtoAdicFlete
OV;2058;2016-4-1;GEL 7100001237;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;RS/BRAZIL;FCA;104023;2016-4-27;Cerrada;;;Terrestre;
OV;2082;2016-4-19;GEL P345622;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;104390;2016-7-28;Cerrada;;;Terrestre;
OV;2083;2016-4-19;GEL P345622;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES, ARGNETINA;FOB;104249;2016-6-22;Cerrada;;;Terrestre;
OV;2087;2016-4-26;gel p345622;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;104522;2016-9-2;Cerrada;;;Terrestre;
OV;2089;2016-4-29;GEL 518976;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;104278;2016-6-30;Cerrada;;;Marítimo;
OV;2089;2016-4-29;GEL 518976;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;104281;2016-6-30;Cerrada;;;Marítimo;
OV;2096;2016-5-2;GEL 4502515720;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS;CFR;104214;2016-6-13;Cerrada;;;Marítimo;
OV;2104;2016-5-12;GEL 519037;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;104238;2016-6-20;Cerrada;;;Marítimo;
OV;2109;2016-5-16;GEL OC-03136-16;;36001931-4C;Km 26.5 Carretera al Pacifico Paso a Desnivel;Ciudad de Guatemala;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;GUATEMALA;CIF;104151;2016-5-30;Cerrada;;;Marítimo;
OV;2122;2016-6-6;GEL CP11459;;34501604-KC;118 S. CYPRESS STREET;CYPRESS STREET;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;KINGSTON, JAMAICA;CIF;104217;2016-6-13;Cerrada;;;Marítimo;
OV;1913;2015-12-28;GEL SHS-10349-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;103696;2016-2-10;Cerrada;;;Terrestre;
OV;1919;2015-12-31;GEL 7969;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO, BRASIL;FOB;103618;2016-1-27;Cerrada;;;Terrestre;
OV;1929;2016-1-11;GEL 4600194970-2;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;103758;2016-2-26;Cerrada;;;Marítimo;
OV;1931;2016-1-11;GEL 2015/00610;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO, PERU;FOB;103617;2016-1-27;Cerrada;;;Marítimo;
OV;1932;2016-1-12;GEL 16/0039/JFS;;35000203-0C;ABT Building 2nd floor, Al bustan District 31952 AL KHOBAR;;USD;60 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;JEDDAH SEAPORT;CIF;103619;2016-1-27;Cerrada;;;Marítimo;
OV;1938;2016-1-14;GEL 4600194971-1B;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;104127;2016-5-23;Cerrada;;;Marítimo;
OV;1940;2016-1-14;GEL 4600194971-2A;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;104407;2016-7-29;Cerrada;;;Marítimo;
OV;1941;2016-1-14;GEL 4600194971-2B;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;104408;2016-7-29;Cerrada;;;Marítimo;
OV;1944;2016-1-14;GEL 4600194971-3B;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;104794;2016-10-28;Cerrada;;;Marítimo;
OV;1945;2016-1-14;GEL PC16/00016;;36001605-6C;C/CARDENAL BELLUGA, PARCELA 24/23;SAN GINES;USD;30 días Fecha Factura;;IVA_EXE;19;Análisis S.;;;VALENCIA;CIF;103593;2016-1-21;Cerrada;;;Marítimo;
OV;1946;2016-1-18;GEL 7100040861;;34501611-2C;810 S Cincinnati Avenue 4th Floor, Tulsa OK-74119 TAX ID: 22-3514823;Tulsa;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;NEWARK;FOB;103701;2016-2-11;Cerrada;;;Marítimo;
OV;1966;2016-1-27;GEL 518514;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;Baltimore;FOB;103770;2016-2-29;Cerrada;;;Marítimo;
OV;1971;2016-1-28;GEL 16/0138/RFC;;35000203-0C;ABT Building 2nd floor, Al bustan District 31952 AL KHOBAR;;USD;60 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;JEDDAH AIR PORT;CIP;103635;2016-2-3;Cerrada;;;Aéreo;
OV;1982;2016-2-5;GEL 7100001176;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRASIL;FOB;103830;2016-3-14;Cerrada;;;Terrestre;
OV;1984;2016-2-5;GEL GELY-02-16;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;FOB;103771;2016-2-29;Cerrada;;;Marítimo;
OV;1986;2016-2-5;GEL GELY-03-16;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;FOB;104030;2016-4-29;Cerrada;;;Marítimo;
OV;2127;2016-6-7;GEL 4600200443;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GIRVAN;CFR;104283;2016-6-30;Cerrada;;;Marítimo;
OV;2131;2016-6-8;GEL OC-001164-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FCA;104239;2016-6-20;Cerrada;;;Terrestre;
OV;2136;2016-6-8;GEL 1301160084;;32003502-3C;YAGUARON 1407 PISO 16;MONTEVIDEO;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;MONTEVIDEO, URUGUAY;FOB;104313;2016-7-7;Cerrada;;;Aéreo;
OV;2142;2016-6-16;GEL 370;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;ciudad de mexico;CIP;104254;2016-6-23;Cerrada;;;Aéreo;
OV;2168;2016-7-8;GEL PO259/16;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;SHANGHAI;FOB;104461;2016-8-17;Cerrada;;;Marítimo;
OV;2169;2016-7-8;GEL 519308;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;104395;2016-7-29;Cerrada;;;Marítimo;
OV;2170;2016-7-8;GEL 519305;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;104396;2016-7-29;Cerrada;;;Marítimo;
OV;2173;2016-7-8;GEL 8602;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SP-BRASIL;FCA;104456;2016-8-12;Cerrada;;;Marítimo;
OV;2175;2016-7-12;GEL LA-021-16;;32000706-2C;Rua Bruno Simili 380, Distrito industrial Juiz de Foras, Minas Gerais  (CP 36092-050);Minas Gerais;USD;Contado;;IVA_EXE;3;Análisis S.;;;MINAS GERAIS;FOB;104339;2016-7-13;Cerrada;;;FEDEX;
OV;2177;2016-7-14;GEL OC00012402;;32001103-5C;Pavas, del Liceo de Pavas 200 Oeste y 100 Norte P.O.Box 1035-1200, San José;San José;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;SAN JOSE DE COSTA RICA;FOB;104363;2016-7-20;Cerrada;;;Marítimo;
OV;2181;2016-7-18;GEL DNP 675603-0;;32000206-0C;Moreno 877 piso 14;Buenos Aires;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;104394;2016-7-29;Cerrada;;;Terrestre;
OV;2187;2016-7-20;GEL 7100042354;;34501611-2C;810 S Cincinnati Avenue 4th Floor, Tulsa OK-74119 TAX ID: 22-3514823;Tulsa;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;NEWARK;FOB;104391;2016-7-28;Cerrada;;;Marítimo;
OV;2191;2016-7-26;GEL 4600201942-1-2;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;104393;2016-7-29;Cerrada;;;Marítimo;
OV;2193;2016-7-26;GEL 4501337639;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;CLP;60 días Fecha Factura;;IVA;1;Análisis S.;;;PARGUA;EXW;;;Cerrada;;;;
OV;2196;2016-7-26;GEL LA-24/16;;32001403-4C;AV. OCTAVIO CHACON MOSCOSO 4-103;CUENCA;USD;60 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;CFR;104526;2016-9-5;Cerrada;;;Marítimo;
OV;2200;2016-7-28;GEL 4502542632.10;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS, BRASIL;CFR;104776;2016-10-25;Cerrada;;;Marítimo;
OV;1686;2015-5-25;GEL 1000971;;32001502-2C;KM. 12,5 CARRETERA AL PUERTO DE LA LIBERTAD NUEVO CUSCATLAN EL SALVADOR CENTTRO AMERICA;El Salvador;USD;60 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;EL SALVADOR;CIF;102685;2015-6-11;Cerrada;;;Marítimo;
OV;1689;2015-5-25;GEL 517439;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;102878;2015-7-31;Cerrada;;;Marítimo;
OV;1690;2015-5-25;GEL 517440;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;102880;2015-7-31;Cerrada;;;Marítimo;
OV;1702;2015-5-28;GEL 2015/00178;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;102728;2015-6-24;Cerrada;;;Marítimo;
OV;1710;2015-6-5;GEL PO243/15;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;SHANGHAI;CIF;102752;2015-6-30;Cerrada;;;Marítimo;
OV;1713;2015-6-5;GEL 2015/00184;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;102984;2015-8-26;Cerrada;;;Aéreo;
OV;1713;2015-6-5;GEL 2015/00184;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;102990;2015-8-27;Cerrada;;;Marítimo;
OV;1714;2015-6-10;GEL;;32002805-1C;Calle Catalina Huanca 140;Lima 27;USD;Contado;;IVA_EXE;13;Análisis S.;;;OSAKA;FOB;102957;2015-8-19;Cerrada;;;Marítimo;
OV;1725;2015-6-23;GEL 4600189280;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;NEW YORK;;102816;2015-7-10;Cerrada;;;Marítimo;
OV;1725;2015-6-23;GEL 4600189280;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;NEW YORK;;102826;2015-7-13;Cerrada;;;Marítimo;
OV;1726;2015-6-24;GEL OC-02933-15;;36001931-4C;Km 26.5 Carretera al Pacifico Paso a Desnivel;Ciudad de Guatemala;USD;Contado;;IVA_EXE;20;Análisis S.;;;PUERTO QUETZAL;CIF;102787;2015-7-8;Cerrada;;;Marítimo;
OV;1731;2015-7-2;GEL 7301;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SP-BRASIL;FOB;102842;2015-7-22;Cerrada;;;Terrestre;
OV;1741;2015-7-21;GEL IE 1012/15;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;PARANAGUA;CFR;102883;2015-7-31;Cerrada;;;Marítimo;
OV;1752;2015-7-29;GEL PC15/00485;;36001605-6C;C/CARDENAL BELLUGA, PARCELA 24/23;SAN GINES;USD;30 días Fecha Factura;;IVA_EXE;19;Análisis S.;;;VALENCIA;CIF;102993;2015-8-28;Cerrada;;;Marítimo;
OV;1763;2015-8-5;GEL 65767;;32001001-2C;CARRERA 64C NO. 95-84 MEDELLIN APARTADO / PO BOX 2065 COLOMBIA NIT 890.903.310-3;;USD;75 días Fecha Factura NO USAR;;IVA_EXE;20;Análisis S.;;;BUENAVENTURA;FOB;103006;2015-8-31;Cerrada;;;Marítimo;
OV;1765;2015-8-7;GEL 17007;;32000800-KC;456 Silver Creek Industrial Drive Tecumseh,ON, N8N 4Y3 CAN;Tecumseh;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;CAADA;CPT;102925;2015-8-11;Cerrada;;;Marítimo;
OV;2202;2016-8-1;GEL OC-04463-16;;36001931-4C;Km 26.5 Carretera al Pacifico Paso a Desnivel;Ciudad de Guatemala;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;PUERTO QUETZAL, GUATEMALA;CIF;104476;2016-8-23;Cerrada;;;Marítimo;
OV;2204;2016-8-1;GEL IE 1607I16;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;104626;2016-9-23;Cerrada;;;Marítimo;
OV;2216;2016-8-17;GEL 16/1115/KFS;;35000203-0C;ABT Building 2nd floor, Al bustan District 31952 AL KHOBAR;;USD;60 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;DAMMAM PORT;FOB;104645;2016-9-28;Cerrada;;;Marítimo;
OV;2218;2016-8-25;GEL 2016-BA;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;USD;120 Días Fecha Factura;;IVA_EXE;6;Análisis S.;;;TEL AVIV, BEN GORYON AIRPORT;CIP;104511;2016-8-31;Cerrada;;;Aéreo;
OV;2222;2016-8-29;GEL 676748;;32000206-0C;Moreno 877 piso 14;Buenos Aires;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;SANTIAGO,CHILE;FOB;104609;2016-9-20;Cerrada;;;Terrestre;
OV;2235;2016-9-13;GEL 2016/1;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;USD;120 Días Fecha Factura;;IVA_EXE;6;Análisis S.;;;ASHDOD, ISRAEL;CIF;104657;2016-9-30;Cerrada;;;Marítimo;
OV;2243;2016-9-20;GEL 4502559830;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS PORT;CFR;104867;2016-11-15;Cerrada;;;Marítimo;
OV;2249;2016-9-26;GEL OC-05461-16;;36001931-4C;Km 26.5 Carretera al Pacifico Paso a Desnivel;Ciudad de Guatemala;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;PUERTO QUETZAL;CIF;104690;2016-10-6;Cerrada;;;Marítimo;
OV;2256;2016-10-3;GEL 160923P104;;32000602-3C;NATANIEL AGUIRRE Nº 645;COCHABAMBA;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;SANTIAGO;FOB;104768;2016-10-21;Cerrada;;;Terrestre;
OV;2259;2016-10-3;GEL COL.067-15;;32000600-7C;Calle teniente oquendo Nº 103;La Paz;USD;Contado;;IVA_EXE;14;Análisis S.;;;LA PAZ, BOLIVIA;FOB;104723;2016-10-14;Cerrada;;;Aéreo;
OV;2266;2016-10-6;GEL 440000183;;32000600-7C;Calle teniente oquendo Nº 103;La Paz;USD;Contado;;IVA_EXE;14;Análisis S.;;;BOLIVIA;FOB;104789;2016-10-28;Cerrada;;;Terrestre;
OV;2280;2016-10-19;GEL PO264/16;;35000804-7C;ROOM909,Bldg 17,Royal Intl.Mansion,No2 Xitieying Middle Road;Fengtai District, BEIJING CP 100069;USD;Letter of Credit at Sight;;IVA_EXE;14;Análisis S.;;;SHANGHAI;CIF;104890;2016-11-21;Cerrada;;;Marítimo;
OV;2283;2016-10-21;GEL 102122;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;60 días Fecha Factura;;IVA;3;Análisis S.;;;BALTIMORE;FOB;104927;2016-11-30;Cerrada;;;Marítimo;
OV;2289;2016-10-21;GEL 4501366097;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;CALBUCO;FOB;;;Cerrada;;;;
OV;2294;2016-10-26;GEL 2016I00538;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;104968;2016-12-7;Cerrada;;;Marítimo;
OV;2305;2016-11-4;GEL 4501241778;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;104896;2016-11-22;Cerrada;;;Terrestre;
OV;2306;2016-11-4;GEL DAN 678569;;32000206-0C;Moreno 877 piso 14;Buenos Aires;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;104969;2016-12-7;Cerrada;;;Terrestre;
OV;2308;2016-11-4;GEL 4501243658;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;105070;2017-1-6;Cerrada;;;Terrestre;
OV;2310;2016-11-8;GEL PO265/16;;35000804-7C;ROOM909,Bldg 17,Royal Intl.Mansion,No2 Xitieying Middle Road;Fengtai District, BEIJING CP 100069;USD;Letter of Credit at Sight;;IVA_EXE;14;Análisis S.;;;SHANGHAI;CIF;104980;2016-12-9;Cerrada;;;Marítimo;
OV;2318;2016-11-15;GEL IE2179I16;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA, BRASIL;FOB;105041;2016-12-29;Cerrada;;;Marítimo;
OV;2323;2016-11-21;GEL OC00013142;;32001103-5C;Pavas, del Liceo de Pavas 200 Oeste y 100 Norte P.O.Box 1035-1200, San José;San José;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;SAN JOSE DE COSTA RICA;FOB;104965;2016-12-6;Cerrada;;;Marítimo;
OV;2327;2016-11-29;GEL GELY-09-16;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;Guayquil;FOB;105016;2016-12-20;Cerrada;;;Marítimo;
OV;2328;2016-11-29;GEL PO266/16;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;SHANGHAI, CHINA;CIF;105009;2016-12-16;Cerrada;;;Marítimo;
OV;2329;2016-11-29;GEL 4600206020;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GIRVAN;FOB;105027;2016-12-26;Cerrada;;;Marítimo;
OV;2330;2016-11-30;GEL DAN 679482;;32000206-0C;Moreno 877 piso 14;Buenos Aires;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;105087;2017-1-9;Cerrada;;;Terrestre;
OV;2332;2016-11-30;GEL 2297/16;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;105144;2017-1-25;Cerrada;;;Marítimo;
OV;2335;2016-11-30;GEL4600206082;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GIRVAN;FOB;106028;2017-8-18;Cerrada;;;Marítimo;
OV;2339;2016-12-6;GEL PO-ECO-012345;;35002403-4C;LOT 11,SECTION 5,FASA 2B,PULAU INDAH INDUSTRIAL PARK, JALAN SUNGAI PINANG 4/2 42920 P. I. SELANGOR;SELANGOR;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;PORT KELANG;CIF;105019;2016-12-21;Cerrada;;;Marítimo;
OV;2340;2016-12-6;GEL 4501120785;;34501611-2C;810 S Cincinnati Avenue 4th Floor, Tulsa OK-74119 TAX ID: 22-3514823;Tulsa;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;USA;FOB;105002;2016-12-15;Cerrada;;;Marítimo;
OV;2341;2016-12-6;GEL;;36003802-5C;Rua De Sao Paulo, 5 - Bairro da Figueira - 2695-002-BOBADELA-LRS Lisboa Portugal;Lisboa;EUR;Contado;;IVA_EXE;3;Análisis S.;;;PORTUGAL;FCA;105352;2017-3-13;Cerrada;;;Marítimo;
OV;2342;2016-12-6;GEL 9242;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRASIL;FCA;105091;2017-1-10;Cerrada;;;Terrestre;
OV;1989;2016-2-8;GEL P087507-00;;32001101-9C;200M. Este del Banco Nacional;SAN JOSE DE COSTA RICA;USD;90 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;SAN JOSE DE COSTA RICA;FOB;103721;2016-2-17;Cerrada;;;Marítimo;
OV;2028;2016-3-10;GEL 160229;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;ST.LOUIS(MO);FOB;104032;2016-4-29;Cerrada;;;Marítimo;
OV;2040;2016-3-16;GEL 4500753128;;36001301-4C;VED BANEN 16,DK-4623 LILLE SKENSVED;LILLE SKENSVED;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;DENMARK;FOB;103976;2016-4-15;Cerrada;;;Marítimo;
OV;2046;2016-3-23;GEL 4502493579;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS;CFR;103894;2016-3-31;Cerrada;;;Marítimo;
OV;2048;2016-3-24;GEL 4501294788;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;CLP;60 días Fecha Factura;;IVA;1;Análisis S.;;;PARGUA;EXW;;;Cerrada;;;;
OV;2050;2016-3-28;GEL 518775;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;104158;2016-5-31;Cerrada;;;Marítimo;
OV;2052;2016-3-28;GEL 2016/00118;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;CIF;104455;2016-8-12;Cerrada;;;Marítimo;
OV;2055;2016-3-29;GEL 5500463559;;34501602-3C;3582 McCALL PLACE N.E.;ATLANTA;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;ATLANTA, USA;DAP;103933;2016-4-8;Cerrada;;;Aéreo;
